4,87978605178369
4,79653752477901
4,71164086211028
4,62516116930999
4,53716557787005
4,44772317935614
4,35690495600708
4,26478370788846
4,17143397667689
4,0769319661578
3,98135545952668
3,88478373359048
3,78729746997231
3,68897866342923
3,5899105273991
3,49017739689902
3,38986462890356
3,28905850033699
3,18784610381975
3,08631524131413
2,98455431582032
2,88265222127812
2,78069823083516
2,67878188364639
2,57699287037433
2,47542091756315
2,37415567106368
2,27328657868955
2,17290277228784
2,0730929494104
1,9739452547743
1,875547161702
1,77798535373347
1,68134560660398
1,58571267078216
1,49117015476353
1,39780040931512
1,30568441286648
1,21490165824208
1,12553004092898
1,03764574907269
0,951323155392215
0,866634711203352
0,783650842737118
0,702439849936895
0,623067807915298
0,545598471247787
0,470093181276421
0,396610776592681
0,325207506863868
0,255936950162461
0,188849933952546
0,12399445988186
0,0614156325219279
0,00115559219253747
-0,0567465479996994
-0,112254760786029
-0,165336158907641
-0,215961044727023
-0,26410295517789
-0,309738701960983
-0,352848406901082
-0,393415532388924
-0,431426906840142
-0,466872745112161
-0,499746663828462
-0,530045691569076
-0,557770273894694
-0,582924273181385
-0,605514963251842
-0,625553018798549
-0,643052499603542
-0,658030829568869
-0,670508770581015
-0,680510391242178
-0,688063030510474
-0,693197256300217
-0,695946819103002
-0,696348600699008
-0,694442558037094
-0,69027166237111
-0,683881833748429
-0,675321870955306
-0,66464337703192
-0,651900680478058
-0,637150752278481
-0,620453118884278
-0,601869771294354
-0,581465070387925
-0,559305648666048
-0,535460308566443
-0,509999917522274
-0,482997299941498
-0,454527126288556
-0,424665799455909
-0,393491338617231
-0,361083260758898
-0,327522460090195
-0,292891085536562
-0,257272416523261
-0,220750737259936
-0,183411209738663
-0,145339745660596
-0,106622877507347
-0,0673476289749786
-0,0276013849888876
0,0125282384817123
0,0529535245909845
0,0935867855472701
0,134340492090315
0,175127402299026
0,215860689515834
0,256454069175646
0,296821924330276
0,336879429661989
0,376542673783312
0,415728779624059
0,454356022710511
0,492343947146466
0,529613479110438
0,566087037688851
0,60168864287022
0,636344020531574
0,669980704254238
0,702528133812717
0,733917750187196
0,764083086956942
0,792959857939435
0,820486040947326
0,84660195754307
0,871250348678984
0,894376446118496
0,915928039542562
0,935855539253705
0,95411203439844
0,970653346637505
0,985438079202135
0,998427661283069
1,00958638770805
1,01888145387229
1,02628298589507
1,03176406598476
1,03530075300315
1,03687209822867
1,03646015632704
1,03404999154625
1,02962967916146
1,02319030220361
1,01472594351419
1,00423367317629
0,991713531380249
0,977168506790171
0,96060451048476
0,942030345553697
0,921457672437743
0,898900970107771
0,874377493184539
0,847907225107516
0,819512827467218
0,789219585621332
0,757055350720634
0,723050478275731
0,687237763400987
0,649652372876457
0,610331774172831
0,569315661588945
0,52664587965447
0,482366343954229
0,436522959533317
0,38916353704505
0,340337706805943
0,29009683092405
0,238493913668467
0,185583510249334
0,131421634178242
0,0760656633799712
0,0195742452264902
-0,0379927993358926
-0,0965745723956744
-0,156109196251791
-0,216533910987035
-0,277785172271873
-0,339798749232951
-0,402509822222619
-0,465853080327964
-0,52976281846049
-0,594173033870426
-0,659017521932583
-0,724229971054317
-0,789744056559378
-0,855493533405639
-0,921412327598517
-0,987434626166188
-1,05349496556724
-1,11952831840608
-1,18547017833604
-1,25125664303552
-1,3168244951471
-1,38211128107537
-1,4470553875443
-1,51159611582055
